Customer_ID,Total_Transactions,Total_Amount,Avg_Transaction_Amount,Max_Transaction_Amount,Days_Since_Last_Transaction,Satisfaction_Score,Likelihood_to_Recommend
11,1,4993.0,4993.0,4993.0,1038,9.0,4
11,1,4993.0,4993.0,4993.0,1038,1.0,3
11,1,4993.0,4993.0,4993.0,1038,6.0,7
11,1,4993.0,4993.0,4993.0,1038,9.0,2
11,1,4993.0,4993.0,4993.0,1038,3.0,3
11,1,4993.0,4993.0,4993.0,1038,2.0,3
12,5,15415.0,3083.0,4970.0,949,6.0,3
12,5,15415.0,3083.0,4970.0,949,1.0,7
12,5,15415.0,3083.0,4970.0,949,5.0,10
12,5,15415.0,3083.0,4970.0,949,10.0,5
13,9,18490.0,2054.4444444444443,4207.0,964,7.0,5
13,9,18490.0,2054.4444444444443,4207.0,964,4.0,2
13,9,18490.0,2054.4444444444443,4207.0,964,8.0,9
13,9,18490.0,2054.4444444444443,4207.0,964,3.0,6
13,9,18490.0,2054.4444444444443,4207.0,964,6.0,3
13,9,18490.0,2054.4444444444443,4207.0,964,10.0,6
13,9,18490.0,2054.4444444444443,4207.0,964,6.0,2
13,9,18490.0,2054.4444444444443,4207.0,964,7.0,1
14,8,22362.0,2795.25,4741.0,956,10.0,5
14,8,22362.0,2795.25,4741.0,956,6.0,8
14,8,22362.0,2795.25,4741.0,956,9.0,1
14,8,22362.0,2795.25,4741.0,956,8.0,6
14,8,22362.0,2795.25,4741.0,956,6.0,9
15,8,24964.0,3120.5,4665.0,953,1.0,10
15,8,24964.0,3120.5,4665.0,953,10.0,6
15,8,24964.0,3120.5,4665.0,953,4.0,7
16,8,28563.0,3570.375,4901.0,932,7.0,2
16,8,28563.0,3570.375,4901.0,932,9.0,4
16,8,28563.0,3570.375,4901.0,932,3.0,7
16,8,28563.0,3570.375,4901.0,932,6.0,1
16,8,28563.0,3570.375,4901.0,932,10.0,10
16,8,28563.0,3570.375,4901.0,932,6.0,10
16,8,28563.0,3570.375,4901.0,932,3.0,6
17,5,14484.0,2896.8,4364.0,934,2.0,5
17,5,14484.0,2896.8,4364.0,934,7.0,10
17,5,14484.0,2896.8,4364.0,934,5.0,9
17,5,14484.0,2896.8,4364.0,934,2.0,5
17,5,14484.0,2896.8,4364.0,934,10.0,7
18,4,8074.0,2018.5,3439.0,982,7.0,9
18,4,8074.0,2018.5,3439.0,982,2.0,3
18,4,8074.0,2018.5,3439.0,982,9.0,1
18,4,8074.0,2018.5,3439.0,982,4.0,3
18,4,8074.0,2018.5,3439.0,982,2.0,8
19,3,6929.0,2309.6666666666665,3384.0,925,3.0,5
19,3,6929.0,2309.6666666666665,3384.0,925,6.0,1
19,3,6929.0,2309.6666666666665,3384.0,925,8.0,2
19,3,6929.0,2309.6666666666665,3384.0,925,1.0,1
19,3,6929.0,2309.6666666666665,3384.0,925,9.0,10
20,1,4408.0,4408.0,4408.0,1110,9.0,10
20,1,4408.0,4408.0,4408.0,1110,9.0,1
20,1,4408.0,4408.0,4408.0,1110,3.0,9
20,1,4408.0,4408.0,4408.0,1110,5.0,2
20,1,4408.0,4408.0,4408.0,1110,9.0,5
20,1,4408.0,4408.0,4408.0,1110,5.0,7
21,6,14190.0,2365.0,4359.0,942,5.0,2
21,6,14190.0,2365.0,4359.0,942,1.0,6
21,6,14190.0,2365.0,4359.0,942,5.0,8
21,6,14190.0,2365.0,4359.0,942,4.0,10
21,6,14190.0,2365.0,4359.0,942,6.0,5
21,6,14190.0,2365.0,4359.0,942,9.0,10
21,6,14190.0,2365.0,4359.0,942,10.0,6
21,6,14190.0,2365.0,4359.0,942,8.0,2
21,6,14190.0,2365.0,4359.0,942,8.0,4
21,6,14190.0,2365.0,4359.0,942,1.0,8
22,3,7440.0,2480.0,4869.0,941,7.0,7
22,3,7440.0,2480.0,4869.0,941,7.0,7
22,3,7440.0,2480.0,4869.0,941,7.0,9
22,3,7440.0,2480.0,4869.0,941,1.0,10
23,10,19492.0,1949.2,4570.0,970,8.0,6
23,10,19492.0,1949.2,4570.0,970,4.0,10
24,4,16534.0,4133.5,4690.0,990,2.0,7
24,4,16534.0,4133.5,4690.0,990,3.0,10
24,4,16534.0,4133.5,4690.0,990,10.0,8
24,4,16534.0,4133.5,4690.0,990,7.0,10
25,4,12719.0,3179.75,4310.0,944,1.0,8
25,4,12719.0,3179.75,4310.0,944,7.0,10
25,4,12719.0,3179.75,4310.0,944,10.0,9
25,4,12719.0,3179.75,4310.0,944,7.0,3
25,4,12719.0,3179.75,4310.0,944,5.0,8
25,4,12719.0,3179.75,4310.0,944,1.0,8
26,4,9026.0,2256.5,3955.0,990,7.0,10
26,4,9026.0,2256.5,3955.0,990,5.0,4
26,4,9026.0,2256.5,3955.0,990,1.0,8
26,4,9026.0,2256.5,3955.0,990,9.0,8
26,4,9026.0,2256.5,3955.0,990,9.0,8
26,4,9026.0,2256.5,3955.0,990,2.0,10
27,6,207174.0,34529.0,194500.0,949,6.0,5
27,6,207174.0,34529.0,194500.0,949,10.0,5
27,6,207174.0,34529.0,194500.0,949,9.0,7
27,6,207174.0,34529.0,194500.0,949,6.0,1
27,6,207174.0,34529.0,194500.0,949,3.0,7
28,7,20987.0,2998.1428571428573,4631.0,1063,6.0,2
28,7,20987.0,2998.1428571428573,4631.0,1063,1.0,1
28,7,20987.0,2998.1428571428573,4631.0,1063,5.684784805011113,3
29,3,4253.0,1417.6666666666667,3439.0,937,2.0,7
29,3,4253.0,1417.6666666666667,3439.0,937,4.0,7
29,3,4253.0,1417.6666666666667,3439.0,937,2.0,8
29,3,4253.0,1417.6666666666667,3439.0,937,4.0,6
29,3,4253.0,1417.6666666666667,3439.0,937,3.0,9
29,3,4253.0,1417.6666666666667,3439.0,937,10.0,6
30,9,22781.0,2531.222222222222,4873.0,952,3.0,7
30,9,22781.0,2531.222222222222,4873.0,952,5.0,5
30,9,22781.0,2531.222222222222,4873.0,952,1.0,6
30,9,22781.0,2531.222222222222,4873.0,952,9.0,10
30,9,22781.0,2531.222222222222,4873.0,952,1.0,9
30,9,22781.0,2531.222222222222,4873.0,952,4.0,4
31,6,14962.0,2493.6666666666665,4907.0,991,4.0,8
31,6,14962.0,2493.6666666666665,4907.0,991,9.0,8
32,9,28958.0,3217.5555555555557,4944.0,963,3.0,7
32,9,28958.0,3217.5555555555557,4944.0,963,9.0,10
32,9,28958.0,3217.5555555555557,4944.0,963,9.0,7
32,9,28958.0,3217.5555555555557,4944.0,963,9.0,3
32,9,28958.0,3217.5555555555557,4944.0,963,10.0,4
32,9,28958.0,3217.5555555555557,4944.0,963,5.0,2
33,4,6961.0,1740.25,2944.0,955,2.0,10
33,4,6961.0,1740.25,2944.0,955,7.0,8
33,4,6961.0,1740.25,2944.0,955,8.0,7
33,4,6961.0,1740.25,2944.0,955,10.0,8
33,4,6961.0,1740.25,2944.0,955,7.0,8
33,4,6961.0,1740.25,2944.0,955,9.0,3
34,6,16045.0,2674.1666666666665,4925.0,990,3.0,7
34,6,16045.0,2674.1666666666665,4925.0,990,3.0,4
34,6,16045.0,2674.1666666666665,4925.0,990,4.0,8
35,3,8533.0,2844.3333333333335,3469.0,958,6.0,9
35,3,8533.0,2844.3333333333335,3469.0,958,7.0,5
35,3,8533.0,2844.3333333333335,3469.0,958,5.0,9
35,3,8533.0,2844.3333333333335,3469.0,958,5.0,9
36,9,24595.0,2732.777777777778,4907.0,944,9.0,8
36,9,24595.0,2732.777777777778,4907.0,944,8.0,6
36,9,24595.0,2732.777777777778,4907.0,944,3.0,2
36,9,24595.0,2732.777777777778,4907.0,944,1.0,3
36,9,24595.0,2732.777777777778,4907.0,944,8.0,1
36,9,24595.0,2732.777777777778,4907.0,944,2.0,3
36,9,24595.0,2732.777777777778,4907.0,944,9.0,6
37,6,11821.0,1970.1666666666667,2695.0,988,4.0,2
37,6,11821.0,1970.1666666666667,2695.0,988,2.0,1
37,6,11821.0,1970.1666666666667,2695.0,988,9.0,3
37,6,11821.0,1970.1666666666667,2695.0,988,10.0,3
37,6,11821.0,1970.1666666666667,2695.0,988,2.0,7
37,6,11821.0,1970.1666666666667,2695.0,988,3.0,5
37,6,11821.0,1970.1666666666667,2695.0,988,9.0,9
37,6,11821.0,1970.1666666666667,2695.0,988,5.0,9
37,6,11821.0,1970.1666666666667,2695.0,988,4.0,3
37,6,11821.0,1970.1666666666667,2695.0,988,10.0,8
37,6,11821.0,1970.1666666666667,2695.0,988,7.0,6
37,6,11821.0,1970.1666666666667,2695.0,988,7.0,4
37,6,11821.0,1970.1666666666667,2695.0,988,8.0,5
38,9,26319.0,2924.3333333333335,4457.0,934,6.0,2
38,9,26319.0,2924.3333333333335,4457.0,934,9.0,3
38,9,26319.0,2924.3333333333335,4457.0,934,5.0,5
38,9,26319.0,2924.3333333333335,4457.0,934,9.0,2
39,10,26202.0,2620.2,4547.0,943,1.0,7
39,10,26202.0,2620.2,4547.0,943,3.0,3
39,10,26202.0,2620.2,4547.0,943,5.684784805011113,9
39,10,26202.0,2620.2,4547.0,943,8.0,9
40,4,6511.0,1627.75,2273.0,945,6.0,10
40,4,6511.0,1627.75,2273.0,945,9.0,10
40,4,6511.0,1627.75,2273.0,945,2.0,10
40,4,6511.0,1627.75,2273.0,945,8.0,4
40,4,6511.0,1627.75,2273.0,945,1.0,9
40,4,6511.0,1627.75,2273.0,945,5.0,2
41,4,16246.0,4061.5,4964.0,927,3.0,10
42,4,9132.0,2283.0,3324.0,957,9.0,3
42,4,9132.0,2283.0,3324.0,957,8.0,8
42,4,9132.0,2283.0,3324.0,957,6.0,2
42,4,9132.0,2283.0,3324.0,957,3.0,5
43,6,5907.0,984.5,2304.0,1014,4.0,1
43,6,5907.0,984.5,2304.0,1014,10.0,5
43,6,5907.0,984.5,2304.0,1014,3.0,2
43,6,5907.0,984.5,2304.0,1014,6.0,3
44,4,9153.0,2288.25,4826.0,1003,7.0,9
44,4,9153.0,2288.25,4826.0,1003,10.0,8
44,4,9153.0,2288.25,4826.0,1003,6.0,4
44,4,9153.0,2288.25,4826.0,1003,6.0,7
44,4,9153.0,2288.25,4826.0,1003,6.0,10
44,4,9153.0,2288.25,4826.0,1003,5.0,8
45,4,11109.0,2777.25,4911.0,945,4.0,3
46,7,8310.0,1187.142857142857,2837.0,965,6.0,1
46,7,8310.0,1187.142857142857,2837.0,965,1.0,3
46,7,8310.0,1187.142857142857,2837.0,965,7.0,9
46,7,8310.0,1187.142857142857,2837.0,965,6.0,10
46,7,8310.0,1187.142857142857,2837.0,965,3.0,3
47,8,19663.0,2457.875,3163.0,939,7.0,6
47,8,19663.0,2457.875,3163.0,939,10.0,1
47,8,19663.0,2457.875,3163.0,939,1.0,7
47,8,19663.0,2457.875,3163.0,939,9.0,8
47,8,19663.0,2457.875,3163.0,939,4.0,10
47,8,19663.0,2457.875,3163.0,939,10.0,1
48,4,11357.0,2839.25,4364.0,951,2.0,4
48,4,11357.0,2839.25,4364.0,951,10.0,1
48,4,11357.0,2839.25,4364.0,951,6.0,8
48,4,11357.0,2839.25,4364.0,951,9.0,6
48,4,11357.0,2839.25,4364.0,951,2.0,5
49,3,6676.0,2225.3333333333335,4049.0,937,10.0,1
49,3,6676.0,2225.3333333333335,4049.0,937,6.0,5
49,3,6676.0,2225.3333333333335,4049.0,937,7.0,3
49,3,6676.0,2225.3333333333335,4049.0,937,8.0,2
49,3,6676.0,2225.3333333333335,4049.0,937,10.0,6
49,3,6676.0,2225.3333333333335,4049.0,937,2.0,10
49,3,6676.0,2225.3333333333335,4049.0,937,4.0,2
50,6,7730.0,1288.3333333333333,3501.0,973,6.0,4
50,6,7730.0,1288.3333333333333,3501.0,973,3.0,4
50,6,7730.0,1288.3333333333333,3501.0,973,6.0,4
51,6,13557.0,2259.5,4654.0,929,8.0,8
51,6,13557.0,2259.5,4654.0,929,6.0,9
51,6,13557.0,2259.5,4654.0,929,8.0,3
51,6,13557.0,2259.5,4654.0,929,7.0,7
51,6,13557.0,2259.5,4654.0,929,3.0,10
51,6,13557.0,2259.5,4654.0,929,7.0,2
52,8,23619.0,2952.375,4928.0,925,6.0,7
52,8,23619.0,2952.375,4928.0,925,5.0,4
52,8,23619.0,2952.375,4928.0,925,3.0,7
52,8,23619.0,2952.375,4928.0,925,1.0,6
52,8,23619.0,2952.375,4928.0,925,8.0,4
52,8,23619.0,2952.375,4928.0,925,7.0,3
52,8,23619.0,2952.375,4928.0,925,5.0,1
53,5,16540.0,3308.0,4741.0,1008,5.684784805011113,1
53,5,16540.0,3308.0,4741.0,1008,8.0,3
53,5,16540.0,3308.0,4741.0,1008,8.0,2
53,5,16540.0,3308.0,4741.0,1008,8.0,8
53,5,16540.0,3308.0,4741.0,1008,3.0,4
53,5,16540.0,3308.0,4741.0,1008,4.0,6
55,6,19847.0,3307.8333333333335,4915.0,990,1.0,9
55,6,19847.0,3307.8333333333335,4915.0,990,8.0,7
55,6,19847.0,3307.8333333333335,4915.0,990,3.0,5
55,6,19847.0,3307.8333333333335,4915.0,990,5.0,5
55,6,19847.0,3307.8333333333335,4915.0,990,7.0,10
55,6,19847.0,3307.8333333333335,4915.0,990,5.0,10
56,5,11509.0,2301.8,3614.0,941,7.0,6
56,5,11509.0,2301.8,3614.0,941,2.0,7
56,5,11509.0,2301.8,3614.0,941,2.0,7
56,5,11509.0,2301.8,3614.0,941,4.0,9
57,2,2570.0,1285.0,1347.0,1031,8.0,2
57,2,2570.0,1285.0,1347.0,1031,2.0,5
57,2,2570.0,1285.0,1347.0,1031,7.0,4
57,2,2570.0,1285.0,1347.0,1031,6.0,4
57,2,2570.0,1285.0,1347.0,1031,3.0,7
57,2,2570.0,1285.0,1347.0,1031,7.0,6
58,4,6288.0,1572.0,2411.0,966,10.0,3
58,4,6288.0,1572.0,2411.0,966,9.0,10
58,4,6288.0,1572.0,2411.0,966,9.0,8
58,4,6288.0,1572.0,2411.0,966,4.0,10
58,4,6288.0,1572.0,2411.0,966,4.0,10
59,8,204928.0,25616.0,183500.0,938,2.0,7
59,8,204928.0,25616.0,183500.0,938,10.0,6
59,8,204928.0,25616.0,183500.0,938,7.0,5
59,8,204928.0,25616.0,183500.0,938,2.0,3
60,2,2784.0,1392.0,1938.0,1024,10.0,3
61,2,1848.0,924.0,1431.0,939,5.0,3
61,2,1848.0,924.0,1431.0,939,2.0,6
61,2,1848.0,924.0,1431.0,939,5.684784805011113,5
61,2,1848.0,924.0,1431.0,939,7.0,8
62,5,7112.0,1422.4,3374.0,959,8.0,5
62,5,7112.0,1422.4,3374.0,959,3.0,7
62,5,7112.0,1422.4,3374.0,959,3.0,5
63,4,8525.0,2131.25,4365.0,986,8.0,3
63,4,8525.0,2131.25,4365.0,986,5.0,9
63,4,8525.0,2131.25,4365.0,986,8.0,6
63,4,8525.0,2131.25,4365.0,986,4.0,3
63,4,8525.0,2131.25,4365.0,986,2.0,5
64,1,4518.0,4518.0,4518.0,1051,5.0,3
64,1,4518.0,4518.0,4518.0,1051,2.0,10
64,1,4518.0,4518.0,4518.0,1051,5.0,1
64,1,4518.0,4518.0,4518.0,1051,1.0,8
65,4,7665.0,1916.25,3218.0,931,8.0,5
65,4,7665.0,1916.25,3218.0,931,7.0,8
65,4,7665.0,1916.25,3218.0,931,8.0,8
65,4,7665.0,1916.25,3218.0,931,8.0,8
65,4,7665.0,1916.25,3218.0,931,4.0,9
66,8,20807.0,2600.875,4379.0,950,6.0,5
66,8,20807.0,2600.875,4379.0,950,3.0,5
66,8,20807.0,2600.875,4379.0,950,6.0,2
66,8,20807.0,2600.875,4379.0,950,10.0,3
66,8,20807.0,2600.875,4379.0,950,7.0,3
66,8,20807.0,2600.875,4379.0,950,6.0,5
67,6,17507.0,2917.8333333333335,3747.0,934,5.0,9
67,6,17507.0,2917.8333333333335,3747.0,934,8.0,2
67,6,17507.0,2917.8333333333335,3747.0,934,1.0,3
68,7,15692.0,2241.714285714286,4705.0,925,4.0,1
69,6,11484.0,1914.0,4334.0,940,5.0,1
69,6,11484.0,1914.0,4334.0,940,7.0,8
69,6,11484.0,1914.0,4334.0,940,8.0,9
70,3,6152.0,2050.6666666666665,3137.0,964,4.0,9
70,3,6152.0,2050.6666666666665,3137.0,964,9.0,3
70,3,6152.0,2050.6666666666665,3137.0,964,9.0,2
70,3,6152.0,2050.6666666666665,3137.0,964,2.0,2
70,3,6152.0,2050.6666666666665,3137.0,964,9.0,5
70,3,6152.0,2050.6666666666665,3137.0,964,4.0,9
71,7,12508.0,1786.857142857143,3639.0,929,1.0,5
71,7,12508.0,1786.857142857143,3639.0,929,4.0,6
72,6,23293.0,3882.1666666666665,4848.0,953,3.0,4
72,6,23293.0,3882.1666666666665,4848.0,953,8.0,5
72,6,23293.0,3882.1666666666665,4848.0,953,2.0,8
72,6,23293.0,3882.1666666666665,4848.0,953,5.0,6
73,6,12600.0,2100.0,3869.0,934,8.0,2
73,6,12600.0,2100.0,3869.0,934,9.0,2
73,6,12600.0,2100.0,3869.0,934,10.0,3
73,6,12600.0,2100.0,3869.0,934,7.0,2
73,6,12600.0,2100.0,3869.0,934,5.0,8
74,7,7363.0,1051.857142857143,2495.0,926,7.0,9
74,7,7363.0,1051.857142857143,2495.0,926,6.0,9
74,7,7363.0,1051.857142857143,2495.0,926,8.0,9
74,7,7363.0,1051.857142857143,2495.0,926,9.0,5
74,7,7363.0,1051.857142857143,2495.0,926,3.0,2
74,7,7363.0,1051.857142857143,2495.0,926,2.0,10
74,7,7363.0,1051.857142857143,2495.0,926,2.0,4
74,7,7363.0,1051.857142857143,2495.0,926,2.0,8
74,7,7363.0,1051.857142857143,2495.0,926,10.0,3
75,3,9301.0,3100.3333333333335,3865.0,959,7.0,6
75,3,9301.0,3100.3333333333335,3865.0,959,4.0,4
75,3,9301.0,3100.3333333333335,3865.0,959,5.0,9
75,3,9301.0,3100.3333333333335,3865.0,959,10.0,2
75,3,9301.0,3100.3333333333335,3865.0,959,7.0,10
75,3,9301.0,3100.3333333333335,3865.0,959,1.0,4
75,3,9301.0,3100.3333333333335,3865.0,959,1.0,4
76,2,5693.0,2846.5,4034.0,1023,3.0,9
76,2,5693.0,2846.5,4034.0,1023,3.0,2
76,2,5693.0,2846.5,4034.0,1023,6.0,2
76,2,5693.0,2846.5,4034.0,1023,1.0,7
76,2,5693.0,2846.5,4034.0,1023,4.0,10
76,2,5693.0,2846.5,4034.0,1023,8.0,9
76,2,5693.0,2846.5,4034.0,1023,3.0,5
77,7,15134.0,2162.0,3309.0,996,9.0,5
77,7,15134.0,2162.0,3309.0,996,1.0,1
77,7,15134.0,2162.0,3309.0,996,5.0,8
77,7,15134.0,2162.0,3309.0,996,7.0,9
77,7,15134.0,2162.0,3309.0,996,8.0,4
77,7,15134.0,2162.0,3309.0,996,8.0,2
77,7,15134.0,2162.0,3309.0,996,3.0,8
78,9,25838.0,2870.8888888888887,4818.0,1000,6.0,4
78,9,25838.0,2870.8888888888887,4818.0,1000,8.0,2
79,10,30179.0,3017.9,4770.0,926,8.0,7
79,10,30179.0,3017.9,4770.0,926,3.0,10
79,10,30179.0,3017.9,4770.0,926,3.0,8
79,10,30179.0,3017.9,4770.0,926,2.0,6
79,10,30179.0,3017.9,4770.0,926,2.0,9
79,10,30179.0,3017.9,4770.0,926,3.0,3
80,4,14875.0,3718.75,4815.0,995,8.0,5
80,4,14875.0,3718.75,4815.0,995,8.0,10
80,4,14875.0,3718.75,4815.0,995,10.0,4
80,4,14875.0,3718.75,4815.0,995,9.0,9
80,4,14875.0,3718.75,4815.0,995,10.0,8
80,4,14875.0,3718.75,4815.0,995,2.0,6
80,4,14875.0,3718.75,4815.0,995,7.0,4
80,4,14875.0,3718.75,4815.0,995,3.0,9
81,8,20282.0,2535.25,4077.0,935,3.0,8
81,8,20282.0,2535.25,4077.0,935,5.0,8
81,8,20282.0,2535.25,4077.0,935,6.0,6
82,4,15031.0,3757.75,4907.0,926,4.0,8
82,4,15031.0,3757.75,4907.0,926,1.0,2
82,4,15031.0,3757.75,4907.0,926,5.0,4
82,4,15031.0,3757.75,4907.0,926,5.0,6
82,4,15031.0,3757.75,4907.0,926,1.0,9
82,4,15031.0,3757.75,4907.0,926,4.0,5
83,7,15720.0,2245.714285714286,4572.0,942,6.0,2
83,7,15720.0,2245.714285714286,4572.0,942,8.0,5
84,8,22828.0,2853.5,4578.0,927,2.0,5
84,8,22828.0,2853.5,4578.0,927,6.0,6
84,8,22828.0,2853.5,4578.0,927,2.0,6
84,8,22828.0,2853.5,4578.0,927,2.0,6
85,5,10414.0,2082.8,3682.0,937,7.0,10
85,5,10414.0,2082.8,3682.0,937,7.0,5
85,5,10414.0,2082.8,3682.0,937,5.0,1
85,5,10414.0,2082.8,3682.0,937,5.684784805011113,5
85,5,10414.0,2082.8,3682.0,937,10.0,10
85,5,10414.0,2082.8,3682.0,937,1.0,9
85,5,10414.0,2082.8,3682.0,937,3.0,10
86,5,11973.0,2394.6,4546.0,983,2.0,8
86,5,11973.0,2394.6,4546.0,983,8.0,8
86,5,11973.0,2394.6,4546.0,983,10.0,10
87,7,11480.0,1640.0,3042.0,958,5.0,3
87,7,11480.0,1640.0,3042.0,958,3.0,2
87,7,11480.0,1640.0,3042.0,958,7.0,9
87,7,11480.0,1640.0,3042.0,958,8.0,10
89,3,3536.0,1178.6666666666667,1218.0,964,9.0,3
89,3,3536.0,1178.6666666666667,1218.0,964,2.0,4
89,3,3536.0,1178.6666666666667,1218.0,964,8.0,10
89,3,3536.0,1178.6666666666667,1218.0,964,1.0,4
89,3,3536.0,1178.6666666666667,1218.0,964,6.0,6
89,3,3536.0,1178.6666666666667,1218.0,964,9.0,8
90,6,15559.0,2593.1666666666665,4007.0,957,2.0,6
90,6,15559.0,2593.1666666666665,4007.0,957,5.0,10
90,6,15559.0,2593.1666666666665,4007.0,957,1.0,1
90,6,15559.0,2593.1666666666665,4007.0,957,1.0,6
90,6,15559.0,2593.1666666666665,4007.0,957,6.0,1
90,6,15559.0,2593.1666666666665,4007.0,957,3.0,3
91,3,9780.0,3260.0,4548.0,986,7.0,2
91,3,9780.0,3260.0,4548.0,986,2.0,8
91,3,9780.0,3260.0,4548.0,986,10.0,9
91,3,9780.0,3260.0,4548.0,986,10.0,2
92,5,11939.0,2387.8,3996.0,945,7.0,6
92,5,11939.0,2387.8,3996.0,945,7.0,1
92,5,11939.0,2387.8,3996.0,945,1.0,7
92,5,11939.0,2387.8,3996.0,945,3.0,4
93,3,6254.0,2084.6666666666665,3858.0,930,7.0,6
93,3,6254.0,2084.6666666666665,3858.0,930,5.0,10
93,3,6254.0,2084.6666666666665,3858.0,930,9.0,5
93,3,6254.0,2084.6666666666665,3858.0,930,8.0,6
93,3,6254.0,2084.6666666666665,3858.0,930,7.0,7
93,3,6254.0,2084.6666666666665,3858.0,930,6.0,9
93,3,6254.0,2084.6666666666665,3858.0,930,2.0,8
93,3,6254.0,2084.6666666666665,3858.0,930,10.0,2
94,2,7010.0,3505.0,4264.0,1101,1.0,8
94,2,7010.0,3505.0,4264.0,1101,10.0,2
94,2,7010.0,3505.0,4264.0,1101,6.0,9
94,2,7010.0,3505.0,4264.0,1101,5.0,4
95,8,21748.0,2718.5,4921.0,930,8.0,5
96,4,9522.0,2380.5,3566.0,928,2.0,1
96,4,9522.0,2380.5,3566.0,928,5.0,6
96,4,9522.0,2380.5,3566.0,928,1.0,6
96,4,9522.0,2380.5,3566.0,928,10.0,2
97,5,10806.0,2161.2,4670.0,925,5.0,8
97,5,10806.0,2161.2,4670.0,925,1.0,1
97,5,10806.0,2161.2,4670.0,925,10.0,7
97,5,10806.0,2161.2,4670.0,925,1.0,3
97,5,10806.0,2161.2,4670.0,925,7.0,1
97,5,10806.0,2161.2,4670.0,925,8.0,3
98,2,2559.0,1279.5,2483.0,976,2.0,9
98,2,2559.0,1279.5,2483.0,976,1.0,10
99,7,19647.0,2806.714285714286,3801.0,928,5.0,1
99,7,19647.0,2806.714285714286,3801.0,928,9.0,4
99,7,19647.0,2806.714285714286,3801.0,928,5.0,3
99,7,19647.0,2806.714285714286,3801.0,928,2.0,5
99,7,19647.0,2806.714285714286,3801.0,928,3.0,6
99,7,19647.0,2806.714285714286,3801.0,928,2.0,5
100,4,5850.0,1462.5,2760.0,933,7.0,5
100,4,5850.0,1462.5,2760.0,933,9.0,10
101,1,1552.0,1552.0,1552.0,1064,6.0,6
101,1,1552.0,1552.0,1552.0,1064,5.0,10
101,1,1552.0,1552.0,1552.0,1064,10.0,7
101,1,1552.0,1552.0,1552.0,1064,1.0,10
101,1,1552.0,1552.0,1552.0,1064,10.0,1
101,1,1552.0,1552.0,1552.0,1064,2.0,10
101,1,1552.0,1552.0,1552.0,1064,1.0,6
102,2,9005.0,4502.5,4845.0,1086,5.0,4
102,2,9005.0,4502.5,4845.0,1086,1.0,6
102,2,9005.0,4502.5,4845.0,1086,2.0,6
103,8,20527.0,2565.875,4451.0,956,4.0,2
103,8,20527.0,2565.875,4451.0,956,6.0,7
103,8,20527.0,2565.875,4451.0,956,9.0,2
103,8,20527.0,2565.875,4451.0,956,9.0,7
103,8,20527.0,2565.875,4451.0,956,7.0,2
